"id","genero","edad","ocup","cp","len_cp"
"839","M","25","0","98103","5"
"840","F","25","3","02828","5"
"841","F","50","14","92119","5"
"842","F","18","0","55102","5"
"843","M","25","7","49321","5"
"844","M","25","0","92121","5"
"845","F","18","0","20009","5"
"846","M","25","5","80209","5"
"847","F","25","7","80228","5"
"848","M","25","15","94121","5"
"849","M","25","3","75006","5"
"850","M","35","0","60640","5"
"851","M","18","4","75287","5"
"852","M","25","5","92105","5"
"853","M","25","17","55447","5"
"854","F","25","16","44092","5"
"855","F","18","2","72701","5"
"856","F","45","6","02453","5"
"857","M","35","17","11701","5"
"858","M","35","14","10013","5"
"859","M","25","12","10128","5"
"860","M","18","0","78237","5"
"861","M","25","7","37027","5"
"862","M","35","7","10019","5"
"863","M","25","7","62522","5"
"864","F","25","0","97205","5"
"865","M","35","1","91711","5"
"866","M","1","10","08820","5"
"867","M","45","12","95814","5"
"869","M","18","20","92026","5"
"870","F","25","1","02144","5"
"871","M","1","10","76013","5"
"872","M","50","1","20815","5"
"873","M","56","6","19027","5"
"874","M","45","15","26105","5"
"875","M","1","10","94707","5"
"876","M","25","4","43202","5"
"877","M","25","0","90631","5"
"878","M","18","2","01720","5"
"879","M","45","16","92018","5"
"880","M","35","17","94114","5"
"881","M","18","14","76401","5"
"882","M","18","2","01720","5"
"883","F","35","14","92673","5"
"884","M","1","10","49454","5"
"885","M","35","0","48105","5"
"886","F","56","0","14830","5"
"887","F","56","16","55345","5"
"888","F","1","10","08820","5"
"889","M","45","20","10024","5"
"890","M","18","4","92153","5"
"891","M","25","1","80202","5"
"892","M","35","0","76031","5"
"893","F","50","6","85016","5"
"894","M","18","4","31602","5"
"895","M","50","1","34683","5"
"896","M","18","15","94015","5"
"897","M","25","6","92130","5"
"898","M","25","7","77005","5"
"899","F","25","1","30605","5"
"900","F","56","13","90066","5"
"901","F","56","0","92027","5"
"902","M","56","0","45432","5"
"903","M","56","13","75165","5"
"904","M","35","20","92308","5"
"905","F","45","12","28655","5"
"906","M","1","10","71106","5"
"907","F","45","6","92117","5"
"908","F","50","1","92103","5"
"909","M","45","7","92831","5"
"910","F","50","0","98226","5"
"911","M","50","0","98226","5"
"912","F","35","2","91324","5"
"914","F","35","9","30338","5"
"915","M","25","7","72762","5"
"916","F","25","1","92084","5"
"917","M","50","6","92117","5"
"918","F","45","1","91901","5"
"919","F","35","1","92056","5"
"920","M","18","4","92173","5"
"921","M","25","17","92084","5"
"922","M","56","16","48009","5"
"923","M","25","7","37212","5"
"924","M","50","17","98642","5"
"925","F","35","3","48073","5"
"926","M","1","10","07869","5"
"927","F","25","20","91105","5"
"928","F","56","16","98199","5"
"929","M","25","15","53706","5"
"930","M","25","5","98380","5"
"931","F","56","1","06032","5"
"932","F","35","6","97838","5"
"933","M","45","1","49419","5"
"934","F","35","7","97401","5"
"935","M","35","14","60538","5"
"936","M","18","4","34567","5"
"937","M","25","15","60513","5"
"938","F","25","1","01060","5"
"940","M","1","10","76240","5"
"941","M","18","20","45387","5"
"942","F","50","6","85716","5"
"943","F","45","12","08033","5"
"944","M","35","0","91505","5"
"945","M","45","7","49345","5"
"947","M","18","0","21015","5"
"948","M","56","12","43056","5"
"949","M","50","17","96753","5"
"950","M","35","7","21044","5"
"951","M","45","2","10009","5"
"952","M","56","16","97478","5"
"953","M","50","20","97030","5"
"954","F","25","0","21030","5"
"955","F","50","7","94941","5"
"956","M","35","1","55104","5"
"957","M","35","1","29706","5"
"958","M","35","2","48116","5"
"959","M","50","11","44622","5"
"960","M","1","10","45244","5"
"961","M","18","10","10016","5"
"962","F","25","1","80020","5"
"963","M","25","0","48197","5"
"964","M","25","7","94123","5"
"965","M","56","7","10954","5"
"966","M","56","2","92262","5"
"967","F","18","0","43615","5"
"968","M","50","12","94530","5"
"969","F","25","11","19103","5"
"970","M","25","0","27615","5"
"971","M","25","12","43615","5"
"972","M","45","1","02138","5"
"973","F","25","1","80026","5"
"974","M","35","19","94930","5"
"975","M","35","0","98136","5"
"976","M","35","14","89113","5"
"977","M","25","2","80110","5"
"978","M","18","0","19116","5"
"979","M","1","10","48073","5"
"980","M","25","6","92014","5"
"981","M","25","20","02141","5"
"982","F","25","9","92064","5"
"983","F","25","16","99224","5"
"984","M","50","16","92129","5"
"985","M","25","4","32608","5"
"986","F","56","0","19004","5"
"987","F","35","17","48098","5"
"988","M","50","11","48823","5"
"989","M","50","0","20706","5"
"990","M","18","6","10004","5"
"991","F","25","9","48103","5"
"992","F","35","3","02780","5"
"993","M","25","0","45678","5"
"994","M","18","2","92109","5"
"995","F","18","4","96803","5"
"996","M","25","17","98102","5"
"997","M","1","19","15748","5"
"998","M","45","20","10019","5"
"999","M","25","15","62558","5"
"1000","F","25","6","90027","5"
"1001","M","25","4","90210","5"
"1002","M","50","11","07043","5"
"1003","M","25","2","19320","5"
"1004","M","25","3","95136","5"
"1005","M","35","11","08003","5"
"1006","M","18","4","53220","5"
"1007","M","50","12","01960","5"
"1008","M","35","3","77064","5"
"1009","M","50","7","48315","5"
"1010","M","25","0","10310","5"
"1011","M","25","8","92115","5"
"1012","F","35","1","30004","5"
"1013","M","56","13","02576","5"
"1014","F","45","17","03054","5"
"1015","M","35","3","11220","5"
"1016","M","56","16","60044","5"
"1017","M","35","0","30906","5"
"1018","M","18","4","95616","5"
"1019","M","35","1","60640","5"
"1020","M","18","20","93455","5"
"1021","M","35","0","94559","5"
"1022","M","25","3","00918","5"
"1023","M","56","13","92675","5"
"1024","F","35","1","74135","5"
"1025","M","25","16","34677","5"
"1026","F","45","0","19130","5"
"1027","M","18","4","77005","5"
"1028","F","45","7","03848","5"
"1029","M","25","0","20015","5"
"1030","M","25","7","97303","5"
"1031","M","35","16","19803","5"
"1032","M","50","16","19425","5"
"1033","M","25","5","60076","5"
"1034","F","35","1","82601","5"
"1035","M","18","2","15956","5"
"1036","M","35","7","28036","5"
"1037","M","45","7","02081","5"
"1038","F","56","15","20194","5"
"1039","F","35","1","02346","5"
"1040","M","25","11","76309","5"
"1041","M","45","2","94306","5"
"1042","M","35","5","92801","5"
"1043","F","50","11","87004","5"
"1044","M","25","20","72701","5"
"1045","F","1","10","77477","5"
"1047","M","18","0","62225","5"
"1048","M","35","6","75225","5"
"1049","M","45","14","95002","5"
"1050","M","25","1","97302","5"
"1051","F","25","0","60513","5"
"1052","F","35","2","75214","5"
"1053","M","35","0","18360","5"
"1054","M","1","10","75040","5"
"1055","M","35","0","91505","5"
"1056","M","1","0","48133","5"
"1057","M","45","17","73069","5"
"1058","M","25","1","97321","5"
"1059","F","25","0","97213","5"
"1060","M","18","10","11235","5"
"1061","M","45","0","46060","5"
"1062","M","50","19","59457","5"
"1063","M","35","7","50265","5"
"1064","M","25","7","91344","5"
"1065","F","25","0","94402","5"
"1066","M","45","12","02151","5"
"1067","M","35","12","94402","5"
"1068","F","18","4","77581","5"
"1069","M","25","20","98105","5"
"1070","F","45","2","20036","5"
"1071","M","50","16","13045","5"
"1072","F","35","7","07601","5"
"1073","F","25","6","72211","5"
"1074","M","45","17","48073","5"
"1075","F","25","6","60660","5"
"1076","F","25","3","27606","5"
"1077","M","25","3","60660","5"
"1078","F","45","9","95661","5"
"1079","M","25","7","98115","5"
"1080","M","56","7","08854","5"
"1082","M","45","7","48170","5"
"1083","M","56","0","27705","5"
"1084","M","1","19","03226","5"
"1085","M","25","7","34695","5"
"1086","M","18","4","98225","5"
"1087","M","25","16","08826","5"
"1088","F","1","10","98103","5"
"1089","M","35","6","37853","5"
"1090","M","25","7","94105","5"
"1092","F","18","4","49525","5"
"1093","M","50","14","60504","5"
"1094","F","18","0","92626","5"
"1095","F","56","6","08753","5"
"1096","M","1","10","80439","5"
"1097","M","18","17","92109","5"
"1098","M","35","7","94945","5"
"1099","M","25","17","77059","5"
"1100","M","25","0","60090","5"
"1101","M","35","1","06417","5"
"1102","M","18","1","55408","5"
"1103","F","45","7","60605","5"
"1104","M","35","11","10023","5"
"1105","M","35","6","48105","5"
"1106","M","18","4","90241","5"
"1107","F","50","1","02324","5"
"1108","M","56","1","93003","5"
"1109","M","18","10","45904","5"
"1110","F","56","6","77005","5"
"1111","F","50","16","44319","5"
"1112","M","18","6","19104","5"
"1113","M","18","4","97215","5"
"1114","F","18","9","75801","5"
"1115","F","25","1","60551","5"
"1116","M","25","15","92121","5"
"1117","M","18","14","10017","5"
"1118","M","50","13","02718","5"
"1119","M","35","1","90504","5"
"1120","M","18","4","95616","5"
"1121","M","56","7","78701","5"
"1122","M","56","14","02632","5"
"1123","M","50","0","91789","5"
"1124","M","25","2","60156","5"
"1125","F","18","4","53715","5"
"1126","M","56","16","13031","5"
"1127","M","25","0","11788","5"
"1128","M","25","1","72701","5"
"1129","M","35","17","22309","5"
"1130","M","18","7","60012","5"
"1131","M","56","13","12570","5"
"1132","M","18","12","98225","5"
"1133","M","18","2","90038","5"
"1134","M","18","20","19114","5"
"1135","M","50","13","98201","5"
"1136","F","35","7","90274","5"
"1137","M","18","4","13165","5"
"1138","M","18","12","12047","5"
"1140","F","45","2","73069","5"
"1141","F","25","3","84770","5"
"1142","M","18","1","43623","5"
"1143","M","50","7","94024","5"
"1144","M","25","7","94025","5"
"1145","M","50","3","92103","5"
"1146","F","18","16","80260","5"
"1147","M","25","20","98101","5"
"1148","M","35","17","92618","5"
"1149","M","25","12","98103","5"
"1150","F","25","20","75226","5"
"1151","M","25","15","46805","5"
"1152","M","18","4","30328","5"
"1153","M","18","10","33024","5"
"1154","F","1","10","53545","5"
"1155","M","25","12","90278","5"
"1156","F","50","2","33334","5"
"1157","M","45","7","30253","5"
"1158","F","35","1","98026","5"
"1159","M","18","0","48314","5"
"1160","M","18","14","07017","5"
"1161","M","25","0","10025","5"
"1162","F","35","0","97213","5"
"1163","M","1","10","70448","5"
"1164","F","25","19","90020","5"
"1165","M","25","12","45014","5"
"1166","M","56","6","94030","5"
"1167","F","50","1","55126","5"
"1168","F","25","0","94109","5"
"1169","M","25","20","94402","5"
"1170","M","56","3","10023","5"
"1171","M","45","12","94114","5"
"1172","F","25","0","61801","5"
"1173","F","25","7","10019","5"
"1174","F","18","16","91780","5"
"1175","F","25","2","90020","5"
"1176","M","56","1","44256","5"
"1177","F","25","17","01453","5"
"1178","M","56","0","48186","5"
"1179","M","50","1","91030","5"
"1180","F","50","20","95503","5"
"1181","M","35","7","20716","5"
"1182","M","1","10","91326","5"
"1183","M","35","19","94598","5"
"1184","F","25","4","92354","5"
"1185","F","35","1","97374","5"
"1186","M","18","19","98502","5"
"1187","F","1","0","90210","5"
"1188","M","45","7","72212","5"
"1189","M","25","0","85712","5"
"1190","M","45","0","98031","5"
"1191","F","35","0","98117","5"
"1192","M","50","16","98103","5"
"1193","M","25","12","90712","5"
"1194","F","25","1","95617","5"
"1195","F","1","10","13907","5"
"1196","F","18","14","22203","5"
"1197","M","35","1","44077","5"
"1198","M","1","10","49544","5"
"1199","M","50","13","77459","5"
"1200","M","1","0","97222","5"
"1202","M","35","12","97006","5"
"1203","F","25","1","06417","5"
"1204","M","25","7","95076","5"
"1205","F","56","0","46814","5"
"1206","F","50","7","33764","5"
"1207","M","50","0","43617","5"
"1208","M","25","0","12590","5"
"1209","M","35","7","94127","5"
"1210","M","25","17","27519","5"
"1211","M","18","4","10027","5"
"1212","F","50","1","60089","5"
"1213","M","50","0","91505","5"
"1214","M","56","13","94558","5"
"1215","M","35","17","23602","5"
"1216","M","25","2","90292","5"
"1217","M","25","12","94118","5"
"1218","M","56","15","13207","5"
"1219","M","25","7","12206","5"
"1220","M","1","10","48073","5"
"1221","M","18","0","19134","5"
"1222","M","35","0","52162","5"
"1223","M","25","2","60102","5"
"1224","M","50","13","02125","5"
"1225","M","45","7","61081","5"
"1226","M","18","20","07087","5"
"1227","M","50","1","90027","5"
"1228","M","25","1","94720","5"
"1229","F","25","4","48219","5"
"1230","M","25","11","95125","5"
"1231","M","25","12","60515","5"
"1232","F","18","4","43235","5"
"1233","F","45","20","94519","5"
"1234","M","18","4","91006","5"
"1235","F","25","7","94043","5"
"1236","F","25","1","48316","5"
"1237","M","18","4","32720","5"
"1238","F","35","20","11215","5"
"1239","F","25","20","50111","5"
"1240","F","18","14","02144","5"
"1241","M","1","10","11803","5"
"1242","F","35","0","10014","5"
"1243","M","35","15","92627","5"
"1244","M","25","4","22030","5"
"1245","M","25","17","80461","5"
"1246","M","18","4","98225","5"
"1247","M","35","0","92649","5"
"1248","F","35","20","94598","5"
"1249","M","35","2","94587","5"
"1250","M","50","0","10573","5"
"1251","M","25","7","48188","5"
"1252","M","56","13","94134","5"
"1253","F","35","20","76205","5"
"1254","F","18","1","02144","5"
"1255","M","25","17","94110","5"
"1256","M","25","20","10002","5"
"1257","F","18","14","84101","5"
"1258","M","45","7","20879","5"
"1260","M","25","17","28262","5"
"1261","M","18","4","40205","5"
"1262","M","25","4","22903","5"
"1263","M","1","10","81301","5"
"1264","M","25","1","53711","5"
"1265","F","18","20","49321","5"
"1266","M","25","4","18104","5"
"1267","M","25","15","12203","5"
"1268","M","50","2","10028","5"
"1269","F","56","13","01234","5"
"1270","M","25","6","12230","5"
"1271","F","45","6","54401","5"
"1272","M","18","20","49506","5"
"1273","M","35","2","19123","5"
"1274","M","45","7","37343","5"
"1275","M","50","17","39567","5"
"1276","M","35","17","94041","5"
"1277","F","18","0","06360","5"
"1278","M","18","4","98312","5"
"1279","M","35","1","98502","5"
"1280","M","1","10","97801","5"
"1281","M","25","19","97209","5"
"1282","M","50","1","98541","5"
"1283","F","18","1","94607","5"
"1284","M","45","16","33334","5"
"1285","M","35","4","98125","5"
"1286","M","35","17","92630","5"
"1287","F","50","7","94611","5"
"1288","F","35","19","92867","5"
"1289","M","45","6","78750","5"
"1290","M","35","0","91504","5"
"1291","F","35","0","10011","5"
"1292","M","25","7","94904","5"
"1293","M","25","5","60074","5"
"1294","F","50","20","11217","5"
"1295","F","35","6","90036","5"
"1296","M","1","0","75244","5"
"1297","M","25","7","92109","5"
"1298","M","35","6","33615","5"
"1299","M","25","14","02038","5"
"1300","M","1","10","97201","5"
"1301","F","25","2","10475","5"
"1302","M","18","4","85282","5"
"1303","M","25","19","94111","5"
"1304","M","25","14","97203","5"
"1305","M","45","20","94121","5"
"1306","M","25","3","64068","5"
"1307","M","56","13","75703","5"
"1308","M","1","10","75082","5"
"1309","M","25","14","76051","5"
"1310","M","45","0","92866","5"
"1311","M","18","10","90274","5"
"1312","M","25","14","60153","5"
"1313","M","18","4","43214","5"
"1314","F","18","4","68154","5"
"1315","M","35","7","75214","5"
"1316","M","50","2","50310","5"
"1317","M","45","7","98028","5"
"1318","M","18","16","94014","5"
"1319","F","25","3","98626","5"
"1320","M","25","4","22030","5"
"1321","F","25","14","34639","5"
"1322","M","56","0","94043","5"
"1323","F","35","2","11218","5"
"1324","M","35","16","07030","5"
"1325","M","25","1","75230","5"
"1326","F","25","0","98115","5"
"1327","M","1","10","12159","5"
"1328","M","35","14","60657","5"
"1329","M","18","14","60194","5"
"1330","M","56","1","95117","5"
"1331","M","45","0","12065","5"
"1332","M","25","7","02840","5"
"1333","M","25","17","06460","5"
"1334","M","50","7","10805","5"
"1335","M","35","0","14228","5"
"1336","F","50","20","95051","5"
"1337","M","56","17","97146","5"
"1338","M","25","0","94108","5"
"1339","M","35","18","85275","5"
"1340","M","25","7","14302","5"
"1341","M","18","7","11434","5"
"1342","M","35","0","94560","5"
"1343","M","35","14","91324","5"
"1344","F","25","9","43420","5"
"1345","F","25","2","75070","5"
"1346","M","35","20","27607","5"
"1347","F","18","1","11375","5"
